numero_processo,g1_fonte,g1_resultado,g2_resultado,tst_resultado,worker_outcome,tem_dados_reais_g1,core
10008504620185020383,NENHUMA,,,Desprovido,PERDEU,False,10008502018502
00009142720155020012,NENHUMA,,,Desprovido,PERDEU,False,00009142015502
00013994320175100009,NENHUMA,,,Desprovido,PERDEU,False,00013992017510
00017407820165090673,NENHUMA,,,Desprovido,PERDEU,False,00017402016509
00209986020165040561,NENHUMA,,,Desprovido,PERDEU,False,00209982016504
10009579820175020715,NENHUMA,,,Desprovido,PERDEU,False,10009572017502
01002597720175010026,NENHUMA,,,Desprovido,PERDEU,False,01002592017501
00106190420165150125,NENHUMA,,,Desprovido,PERDEU,False,00106192016515
10020288820175020472,NENHUMA,,,Provido,GANHOU,False,10020282017502
00258456320165240007,NENHUMA,,,Desprovido,PERDEU,False,00258452016524
10009840220165020203,NENHUMA,,,Desprovido,PERDEU,False,10009842016502
00110725020175150129,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00110722017515
10019945720175020717,NENHUMA,,,Desprovido,PERDEU,False,10019942017502
10001178720185020607,NENHUMA,,,Desprovido,PERDEU,False,10001172018502
00014918620175120034,NENHUMA,,,Provido,GANHOU,False,00014912017512
10013316920175020051,NENHUMA,,,Desprovido,PERDEU,False,10013312017502
00131086120165150077,NENHUMA,,,Desprovido,PERDEU,False,00131082016515
00116170820165030027,NENHUMA,,,Desprovido,PERDEU,False,00116172016503
10018420220175020008,NENHUMA,,,Desprovido,PERDEU,False,10018422017502
01311345920145130007,NENHUMA,,,Desprovido,PERDEU,False,01311342014513
00108438920155150152,NENHUMA,,,Desprovido,PERDEU,False,00108432015515
00020353320165070007,NENHUMA,,,Desprovido,PERDEU,False,00020352016507
10006602920165020262,NENHUMA,,,Provido,GANHOU,False,10006602016502
00106114020165150153,NENHUMA,,,Desprovido,PERDEU,False,00106112016515
10010779820165020482,NENHUMA,,,Desprovido,PERDEU,False,10010772016502
10019802420175020701,NENHUMA,,,Desprovido,PERDEU,False,10019802017502
00008713420165110003,NENHUMA,,,Desprovido,PERDEU,False,00008712016511
00108459620185030052,NENHUMA,,,Desprovido,PERDEU,False,00108452018503
10014351520175020034,NENHUMA,,,Desprovido,PERDEU,False,10014352017502
00008463920175230007,NENHUMA,,,Desprovido,PERDEU,False,00008462017523
00002402120175120038,NENHUMA,,,Desprovido,PERDEU,False,00002402017512
10007545120155020281,NENHUMA,,,Desprovido,PERDEU,False,10007542015502
10017094020175020434,NENHUMA,,,Desprovido,PERDEU,False,10017092017502
10010489320165020467,NENHUMA,,,Desprovido,PERDEU,False,10010482016502
00009564020145230008,NENHUMA,,,Desprovido,PERDEU,False,00009562014523
10018188820175020067,NENHUMA,,,Provido,GANHOU,False,10018182017502
00112444620165150090,NENHUMA,,,Desprovido,PERDEU,False,00112442016515
00003497120175130017,NENHUMA,,,Desprovido,PERDEU,False,00003492017513
10007198920175020065,NENHUMA,,,Desprovido,PERDEU,False,10007192017502
10014569220165020044,NENHUMA,,,Desprovido,PERDEU,False,10014562016502
00200966720155040812,NENHUMA,,,Desprovido,PERDEU,False,00200962015504
00205058020155040541,NENHUMA,,,Provido,GANHOU,False,00205052015504
00207636120165040022,NENHUMA,,,Provido,GANHOU,False,00207632016504
10014647120165020011,NENHUMA,,,Desprovido,PERDEU,False,10014642016502
00010859620165120035,NENHUMA,,,Provido,GANHOU,False,00010852016512
00106147820175150017,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00106142017515
00202812720165040471,NENHUMA,,,Desprovido,PERDEU,False,00202812016504
10005866920165020069,NENHUMA,,,Desprovido,PERDEU,False,10005862016502
00104986220135010030,NENHUMA,,,Desprovido,PERDEU,False,00104982013501
00203247820165040821,NENHUMA,,,Provido,GANHOU,False,00203242016504
00009326120175110001,NENHUMA,,,Desprovido,PERDEU,False,00009322017511
01316326420155130026,NENHUMA,,,Desprovido,PERDEU,False,01316322015513
00113225620155010028,NENHUMA,,,Desprovido,PERDEU,False,00113222015501
10019498020175020708,NENHUMA,,,Desprovido,PERDEU,False,10019492017502
00104266920175030098,NENHUMA,,,Desprovido,PERDEU,False,00104262017503
10005419020185020232,NENHUMA,,,Desprovido,PERDEU,False,10005412018502
10021177720175020063,NENHUMA,,,Provido,GANHOU,False,10021172017502
10009251820185020373,NENHUMA,,,Desprovido,PERDEU,False,10009252018502
00105654020175150113,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00105652017515
00105229120165150096,NENHUMA,,,Desprovido,PERDEU,False,00105222016515
10015082520175020086,NENHUMA,,,Desprovido,PERDEU,False,10015082017502
10000855520175020401,NENHUMA,,,Desprovido,PERDEU,False,10000852017502
00103213920185030072,NENHUMA,,,Desprovido,PERDEU,False,00103212018503
10013040820165020056,NENHUMA,,,Desprovido,PERDEU,False,10013042016502
10014995620165020714,NENHUMA,,,Desprovido,PERDEU,False,10014992016502
10030347920165020371,NENHUMA,,,Provido,GANHOU,False,10030342016502
10012813320175020701,NENHUMA,,,Provido,GANHOU,False,10012812017502
10001852120175020074,NENHUMA,,,Desprovido,PERDEU,False,10001852017502
00010896020175060102,NENHUMA,,,Desprovido,PERDEU,False,00010892017506
00113630520165150026,NENHUMA,,,Desprovido,PERDEU,False,00113632016515
00108668520175150145,NENHUMA,,,Desprovido,PERDEU,False,00108662017515
00000504720155170181,NENHUMA,,,Desprovido,PERDEU,False,00000502015517
10006476620175020077,NENHUMA,,,Desprovido,PERDEU,False,10006472017502
00120752420165150081,NENHUMA,,,Desprovido,PERDEU,False,00120752016515
10008484520175020049,NENHUMA,,,Desprovido,PERDEU,False,10008482017502
10001296420165020254,NENHUMA,,,Desprovido,PERDEU,False,10001292016502
10020330220155020466,NENHUMA,,,Desprovido,PERDEU,False,10020332015502
10012105920165020024,NENHUMA,,,Desprovido,PERDEU,False,10012102016502
00254839820155240006,NENHUMA,,,Desprovido,PERDEU,False,00254832015524
00010015420155060017,NENHUMA,,,Desprovido,PERDEU,False,00010012015506
10004403920175020442,NENHUMA,,,Desprovido,PERDEU,False,10004402017502
10006651420175020069,NENHUMA,,,Desprovido,PERDEU,False,10006652017502
01012765120165010005,NENHUMA,,,Desprovido,PERDEU,False,01012762016501
01017784620165010342,NENHUMA,,,Desprovido,PERDEU,False,01017782016501
00103309820185030072,NENHUMA,,,Desprovido,PERDEU,False,00103302018503
10028413220165020511,NENHUMA,,,Desprovido,PERDEU,False,10028412016502
10021264720175020707,NENHUMA,,,Desprovido,PERDEU,False,10021262017502
10002824020175020003,NENHUMA,,,Desprovido,PERDEU,False,10002822017502
00111749520185180083,NENHUMA,,,Desprovido,PERDEU,False,00111742018518
01303605320155130020,NENHUMA,,,Desprovido,PERDEU,False,01303602015513
00115792920155150081,NENHUMA,,,Desprovido,PERDEU,False,00115792015515
00004325920185090245,NENHUMA,,,Desprovido,PERDEU,False,00004322018509
00011855820165190002,NENHUMA,,,Desprovido,PERDEU,False,00011852016519
00213012220175040373,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00213012017504
10017224120175020401,NENHUMA,,,Desprovido,PERDEU,False,10017222017502
10001272920175020038,NENHUMA,,,Desprovido,PERDEU,False,10001272017502
10003813220185020049,NENHUMA,,,Desprovido,PERDEU,False,10003812018502
10011874320165020015,NENHUMA,,,Desprovido,PERDEU,False,10011872016502
10017202320175020708,NENHUMA,,,Desprovido,PERDEU,False,10017202017502
10010413620175020445,NENHUMA,,,Desprovido,PERDEU,False,10010412017502
10008213420175020026,NENHUMA,,,Desprovido,PERDEU,False,10008212017502
10001065420175020361,NENHUMA,,,Desprovido,PERDEU,False,10001062017502
10008057420165020007,NENHUMA,,,Desprovido,PERDEU,False,10008052016502
00045297120145020202,NENHUMA,,,Desprovido,PERDEU,False,00045292014502
00024119820155020037,NENHUMA,,,Provido,GANHOU,False,00024112015502
00110380820165150098,NENHUMA,,,Provido,GANHOU,False,00110382016515
00113150320155010016,NENHUMA,,,Desprovido,PERDEU,False,00113152015501
00005639120165050026,NENHUMA,,,Desprovido,PERDEU,False,00005632016505
00007016320175050013,G2_REAL,Procedência em Parte,,Desprovido,GANHOU,True,00007012017505
00001024020165050311,G2_REAL,Procedência em Parte,,Provido,PERDEU,True,00001022016505
00021718220145020025,NENHUMA,,,Desprovido,PERDEU,False,00021712014502
00001217420155020049,NENHUMA,,,Desprovido,PERDEU,False,00001212015502
00011991520155020434,NENHUMA,,,Desprovido,PERDEU,False,00011992015502
00103905220145150048,NENHUMA,,,Desprovido,PERDEU,False,00103902014515
00002190820185130030,NENHUMA,,,Desprovido,PERDEU,False,00002192018513
00121342520175150130,NENHUMA,,,Desprovido,PERDEU,False,00121342017515
10000353620185020064,NENHUMA,,,Desprovido,PERDEU,False,10000352018502
00008296520175230051,NENHUMA,,,Desprovido,PERDEU,False,00008292017523
00249066920145240002,NENHUMA,,,Desprovido,PERDEU,False,00249062014524
10019105520165020082,NENHUMA,,,Desprovido,PERDEU,False,10019102016502
10008568620185020372,NENHUMA,,,Desprovido,PERDEU,False,10008562018502
00118262220165150001,NENHUMA,,,Desprovido,PERDEU,False,00118262016515
00200499320155040812,NENHUMA,,,Desprovido,PERDEU,False,00200492015504
00111205520145150083,NENHUMA,,,Desprovido,PERDEU,False,00111202014515
10018823220165020068,NENHUMA,,,Desprovido,PERDEU,False,10018822016502
00105681520165150053,NENHUMA,,,Desprovido,PERDEU,False,00105682016515
10002864320165020058,NENHUMA,,,Provido,GANHOU,False,10002862016502
10021329020175020016,NENHUMA,,,Desprovido,PERDEU,False,10021322017502
00021476620175090021,NENHUMA,,,Desprovido,PERDEU,False,00021472017509
00002875420165070010,NENHUMA,,,Desprovido,PERDEU,False,00002872016507
10022041920175020391,NENHUMA,,,Desprovido,PERDEU,False,10022042017502
00004906720155020017,NENHUMA,,,Desprovido,PERDEU,False,00004902015502
10003413420175020292,NENHUMA,,,Desprovido,PERDEU,False,10003412017502
10002544420165020056,NENHUMA,,,Desprovido,PERDEU,False,10002542016502
10003103320175020318,NENHUMA,,,Desprovido,PERDEU,False,10003102017502
10006697120165020009,NENHUMA,,,Desprovido,PERDEU,False,10006692016502
10013829820165020606,NENHUMA,,,Desprovido,PERDEU,False,10013822016502
10010172420175020472,NENHUMA,,,Desprovido,PERDEU,False,10010172017502
00110898020165150110,NENHUMA,,,Desprovido,PERDEU,False,00110892016515
00127623020165150039,NENHUMA,,,Desprovido,PERDEU,False,00127622016515
00113793720145150152,NENHUMA,,,Desprovido,PERDEU,False,00113792014515
10004765020175020614,NENHUMA,,,Desprovido,PERDEU,False,10004762017502
00011852020175190262,NENHUMA,,,Desprovido,PERDEU,False,00011852017519
00003952820175190006,NENHUMA,,,Desprovido,PERDEU,False,00003952017519
00121032020155150083,NENHUMA,,,Desprovido,PERDEU,False,00121032015515
00241841520175240007,NENHUMA,,,Desprovido,PERDEU,False,00241842017524
00108022720155150022,NENHUMA,,,Desprovido,PERDEU,False,00108022015515
00107602520165150092,NENHUMA,,,Desprovido,PERDEU,False,00107602016515
00011842820165200008,NENHUMA,,,Desprovido,PERDEU,False,00011842016520
00013712420165100102,NENHUMA,,,Desprovido,PERDEU,False,00013712016510
00014055420145020049,NENHUMA,,,Provido,GANHOU,False,00014052014502
10004705320185020373,NENHUMA,,,Desprovido,PERDEU,False,10004702018502
10014963420165020316,NENHUMA,,,Desprovido,PERDEU,False,10014962016502
00109226920145150066,NENHUMA,,,Desprovido,PERDEU,False,00109222014515
10004693620175020201,NENHUMA,,,Desprovido,PERDEU,False,10004692017502
00002386020175050001,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00002382017505
00011222420175060143,NENHUMA,,,Desprovido,PERDEU,False,00011222017506
00109821320155150129,NENHUMA,,,Desprovido,PERDEU,False,00109822015515
00107037120155150082,NENHUMA,,,Desprovido,PERDEU,False,00107032015515
00004992120185140007,NENHUMA,,,Desprovido,PERDEU,False,00004992018514
00003257920185130026,NENHUMA,,,Desprovido,PERDEU,False,00003252018513
00113656320155150008,NENHUMA,,,Desprovido,PERDEU,False,00113652015515
00247220220175240005,NENHUMA,,,Desprovido,PERDEU,False,00247222017524
00009650220185110006,NENHUMA,,,Desprovido,PERDEU,False,00009652018511
00109467920175150038,G2_REAL,Improcedência,,Desprovido,PERDEU,True,00109462017515
00004901020175210004,NENHUMA,,,Desprovido,PERDEU,False,00004902017521
00005247420155020071,NENHUMA,,,Desprovido,PERDEU,False,00005242015502
00012935320175190002,NENHUMA,,,Desprovido,PERDEU,False,00012932017519
00001436320155200007,NENHUMA,,,Desprovido,PERDEU,False,00001432015520
00007178020185120047,NENHUMA,,,Desprovido,PERDEU,False,00007172018512
10015768220165020385,NENHUMA,,,Desprovido,PERDEU,False,10015762016502
00247442520155240007,NENHUMA,,,Desprovido,PERDEU,False,00247442015524
00009070620155060018,NENHUMA,,,Desprovido,PERDEU,False,00009072015506
00118836820165030035,NENHUMA,,,Desprovido,PERDEU,False,00118832016503
00008514620145050014,NENHUMA,,,Provido,GANHOU,False,00008512014505
00005696720145090411,NENHUMA,,,Desprovido,PERDEU,False,00005692014509
00005824120175120035,NENHUMA,,,Desprovido,PERDEU,False,00005822017512
00001954920175090022,NENHUMA,,,Desprovido,PERDEU,False,00001952017509
00111885620165150108,NENHUMA,,,Desprovido,PERDEU,False,00111882016515
00120232120165150051,NENHUMA,,,Desprovido,PERDEU,False,00120232016515
00014817420165190004,NENHUMA,,,Desprovido,PERDEU,False,00014812016519
00018176020165190010,NENHUMA,,,Desprovido,PERDEU,False,00018172016519
00114847920155010342,NENHUMA,,,Desprovido,PERDEU,False,00114842015501
10002144720185020491,NENHUMA,,,Desprovido,PERDEU,False,10002142018502
10017106520165020044,NENHUMA,,,Desprovido,PERDEU,False,10017102016502
00101646920155150094,NENHUMA,,,Desprovido,PERDEU,False,00101642015515
00247659020145240021,NENHUMA,,,Desprovido,PERDEU,False,00247652014524
10016754720175020052,NENHUMA,,,Desprovido,PERDEU,False,10016752017502
00011378420165190007,NENHUMA,,,Desprovido,PERDEU,False,00011372016519
00003612520175170001,NENHUMA,,,Desprovido,PERDEU,False,00003612017517
10004026120165020442,NENHUMA,,,Desprovido,PERDEU,False,10004022016502
00009005020165190007,NENHUMA,,,Desprovido,PERDEU,False,00009002016519
10022804920165020077,NENHUMA,,,Desprovido,PERDEU,False,10022802016502
10007974520185020713,NENHUMA,,,Desprovido,PERDEU,False,10007972018502
10013874920185020607,NENHUMA,,,Desprovido,PERDEU,False,10013872018502
00013440220125240002,NENHUMA,,,Desprovido,PERDEU,False,00013442012524
00005936920135240005,NENHUMA,,,Desprovido,PERDEU,False,00005932013524
10020219120175020021,NENHUMA,,,Provido,GANHOU,False,10020212017502
10023767820165020040,NENHUMA,,,Desprovido,PERDEU,False,10023762016502
10020381820175020316,NENHUMA,,,Desprovido,PERDEU,False,10020382017502
10010985620175020703,NENHUMA,,,Desprovido,PERDEU,False,10010982017502
10008143020175020321,NENHUMA,,,Desprovido,PERDEU,False,10008142017502
00007066920165090026,NENHUMA,,,Desprovido,PERDEU,False,00007062016509
10013363320165020017,NENHUMA,,,Desprovido,PERDEU,False,10013362016502
10010593020165020045,NENHUMA,,,Desprovido,PERDEU,False,10010592016502
00001315620175090663,NENHUMA,,,Desprovido,PERDEU,False,00001312017509
10014370220145020321,NENHUMA,,,Desprovido,PERDEU,False,10014372014502
00008212320175110019,NENHUMA,,,Desprovido,PERDEU,False,00008212017511
00100348220155030104,NENHUMA,,,Desprovido,PERDEU,False,00100342015503
01009887720165010046,NENHUMA,,,Desprovido,PERDEU,False,01009882016501
00105482620155150096,NENHUMA,,,Desprovido,PERDEU,False,00105482015515
10005296520185020074,NENHUMA,,,Desprovido,PERDEU,False,10005292018502
00004686720165120058,NENHUMA,,,Desprovido,PERDEU,False,00004682016512
00011674320175210003,NENHUMA,,,Desprovido,PERDEU,False,00011672017521
00117941420175030034,NENHUMA,,,Desprovido,PERDEU,False,00117942017503
00004037420155110401,NENHUMA,,,Desprovido,PERDEU,False,00004032015511
10008748020175020069,NENHUMA,,,Desprovido,PERDEU,False,10008742017502
10008226320165020443,NENHUMA,,,Desprovido,PERDEU,False,10008222016502
10016292320165020463,NENHUMA,,,Desprovido,PERDEU,False,10016292016502
01019053920165010065,NENHUMA,,,Desprovido,PERDEU,False,01019052016501
10008788820165020381,NENHUMA,,,Desprovido,PERDEU,False,10008782016502
00017081220155020024,NENHUMA,,,Desprovido,PERDEU,False,00017082015502
10004819020175020608,NENHUMA,,,Desprovido,PERDEU,False,10004812017502
10008367920175020712,NENHUMA,,,Desprovido,PERDEU,False,10008362017502
00016246220175170011,NENHUMA,,,Desprovido,PERDEU,False,00016242017517
10008570320165020482,NENHUMA,,,Desprovido,PERDEU,False,10008572016502
10015167220165020074,NENHUMA,,,Desprovido,PERDEU,False,10015162016502
00002411420165200007,NENHUMA,,,Desprovido,PERDEU,False,00002412016520
10000402820175020441,NENHUMA,,,Desprovido,PERDEU,False,10000402017502
10007605720165020464,NENHUMA,,,Desprovido,PERDEU,False,10007602016502
00010067620155090669,NENHUMA,,,Desprovido,PERDEU,False,00010062015509
00112598820165150001,NENHUMA,,,Desprovido,PERDEU,False,00112592016515
10002790920185020211,NENHUMA,,,Desprovido,PERDEU,False,10002792018502
00106800920175150001,NENHUMA,,,Desprovido,PERDEU,False,00106802017515
10012119220175020708,NENHUMA,,,Desprovido,PERDEU,False,10012112017502
10013024220165020281,NENHUMA,,,Desprovido,PERDEU,False,10013022016502
10003553020165020073,NENHUMA,,,Desprovido,PERDEU,False,10003552016502
10003657020175020063,NENHUMA,,,Provido,GANHOU,False,10003652017502
00000756820135050018,NENHUMA,,,Desprovido,PERDEU,False,00000752013505
00207655320155040026,NENHUMA,,,Desprovido,PERDEU,False,00207652015504
00243145720165240001,NENHUMA,,,Provido,GANHOU,False,00243142016524
10000415220175020040,NENHUMA,,,Desprovido,PERDEU,False,10000412017502
00009711020175120008,NENHUMA,,,Provido,GANHOU,False,00009712017512
10012318220165020461,NENHUMA,,,Desprovido,PERDEU,False,10012312016502
10001428420175020074,NENHUMA,,,Desprovido,PERDEU,False,10001422017502
00020774820155020010,NENHUMA,,,Desprovido,PERDEU,False,00020772015502
00019021420135020046,NENHUMA,,,Desprovido,PERDEU,False,00019022013502
10014644620165020472,NENHUMA,,,Provido,GANHOU,False,10014642016502
10014803520175020061,NENHUMA,,,Desprovido,PERDEU,False,10014802017502
10024229520175020472,NENHUMA,,,Desprovido,PERDEU,False,10024222017502
10001351720185020411,NENHUMA,,,Desprovido,PERDEU,False,10001352018502
00013650320145200007,NENHUMA,,,Desprovido,PERDEU,False,00013652014520
01022008320095050009,NENHUMA,,,Desprovido,PERDEU,False,01022002009505
10022989320165020716,NENHUMA,,,Desprovido,PERDEU,False,10022982016502
00217210520155040403,NENHUMA,,,Desprovido,PERDEU,False,00217212015504
00211278420155040372,NENHUMA,,,Desprovido,PERDEU,False,00211272015504
